"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"205","Washington, DC","83","500 Ethan Allen Avenue, Takoma Park","1/1/2020 - 3/31/2020, Every day, Daily Average",1938,1524,2463
"205","Washington, DC","86","9100 Fairview Road, Silver Spring","1/1/2020 - 3/31/2020, Every day, Daily Average",1771,1360,2306
"205","Washington, DC","87","7600 Greenbrook Drive, Greenbelt","1/1/2020 - 3/31/2020, Every day, Daily Average",2154,1663,2789
"205","Washington, DC","88","5000 Newport Avenue, Bethesda","1/1/2020 - 3/31/2020, Every day, Daily Average",795,603,1047
"205","Washington, DC","89","10000 Oaklyn Drive, Potomac","1/1/2020 - 3/31/2020, Every day, Daily Average",1264,890,1793
"205","Washington, DC","90","11400 Macarthur Boulevard Northwest, Potomac","1/1/2020 - 3/31/2020, Every day, Daily Average",1431,1066,1920
"205","Washington, DC","91","6400 Walhonding Road, Bethesda","1/1/2020 - 3/31/2020, Every day, Daily Average",924,703,1214
"205","Washington, DC","92","3100 North Nelson Street, Bellevue Forest, Arlington","1/1/2020 - 3/31/2020, Every day, Daily Average",726,522,1009
"205","Washington, DC","93","6400 Vale Street, Alexandria","1/1/2020 - 3/31/2020, Every day, Daily Average",1569,1190,2068
"205","Washington, DC","94","6300 8th Circle, Alexandria","1/1/2020 - 3/31/2020, Every day, Daily Average",1395,1075,1809
"205","Washington, DC","98","1600 13th Road South, Arlington Views, Arlington","1/1/2020 - 3/31/2020, Every day, Daily Average",941,708,1250
"205","Washington, DC","100","1200 Oronoco Street, Old Town West, Alexandria","1/1/2020 - 3/31/2020, Every day, Daily Average",1454,1128,1874
"205","Washington, DC","101","100 South Fayette Street, Old Town, Alexandria","1/1/2020 - 3/31/2020, Every day, Daily Average",1607,1259,2050
"205","Washington, DC","102","3700 South George Mason Drive, Falls Church","1/1/2020 - 3/31/2020, Every day, Daily Average",1513,1134,2017
"205","Washington, DC","103","600 South Ball Street, Crystal City, Arlington","1/1/2020 - 3/31/2020, Every day, Daily Average",967,729,1280
"205","Washington, DC","104","2500 Jackson Parkway, Vienna","1/1/2020 - 3/31/2020, Every day, Daily Average",1294,1016,1647
"205","Washington, DC","105","Dwight D. Eisenhower Southwest Freeway, Southwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1099,838,1440
"205","Washington, DC","106","5800 Cameron Run Terrace, Alexandria","1/1/2020 - 3/31/2020, Every day, Daily Average",1900,1445,2497
"205","Washington, DC","107","4000 Ellicott Street, Seminary Hill, Alexandria","1/1/2020 - 3/31/2020, Every day, Daily Average",1227,926,1625
"205","Washington, DC","108","100 57th Place Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2352,1816,3045
"205","Washington, DC","109","7200 Wesley Road, Springfield","1/1/2020 - 3/31/2020, Every day, Daily Average",1603,1255,2046
"205","Washington, DC","110","800 West Braddock Road, Rosemont, Alexandria","1/1/2020 - 3/31/2020, Every day, Daily Average",1313,1008,1709
"205","Washington, DC","111","Perimeter East Road Southwest, Southwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1901,1411,2560
"205","Washington, DC","112","Willow Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1630,1182,2246
"205","Washington, DC","113","400 50th Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2375,1794,3143
"205","Washington, DC","115","4700 B Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2411,1812,3207
"205","Washington, DC","116","100 Jefferson Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1470,1164,1855
"205","Washington, DC","117","4800 Illinois Avenue Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1212,938,1565
"205","Washington, DC","118","100 Emerson Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1377,1070,1771
"205","Washington, DC","119","200 10th Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1665,1256,2206
"205","Washington, DC","120","300 Varnum Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1349,1059,1717
"205","Washington, DC","121","0 T Street Southwest, Southwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1420,1052,1916
"205","Washington, DC","122","100 E Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1225,914,1640
"205","Washington, DC","123","600 Independence Avenue Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1466,1133,1895
"205","Washington, DC","124","1400 4th Street Southwest, Southwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1467,1084,1984
"205","Washington, DC","126","2300 Hartford Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1962,1526,2522
"205","Washington, DC","127","1300 E Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1887,1507,2362
"205","Washington, DC","129","800 51st Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2107,1537,2887
"205","Washington, DC","130","3800 22nd Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2037,1616,2567
"205","Washington, DC","131","200 Taylor Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1655,1319,2076
"205","Washington, DC","132","1600 Buchanan Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1916,1534,2393
"205","Washington, DC","133","200 Oneida Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1691,1346,2123
"205","Washington, DC","134","1400 Allison Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1089,803,1475
"205","Washington, DC","135","Scale Gate Road Northeast, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1488,1171,1889
"205","Washington, DC","136","700 Taylor Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1238,950,1611
"205","Washington, DC","137","1700 Willard Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",858,663,1109
"205","Washington, DC","138","500 8th Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1408,1051,1884
"205","Washington, DC","139","1400 Southeast Boulevard, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1328,963,1829
"205","Washington, DC","140","400 14th Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1511,1145,1993
"205","Washington, DC","141","600 Nicholson Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1723,1398,2123
"205","Washington, DC","142","100 Ingraham Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1608,1284,2012
"205","Washington, DC","143","800 Delafield Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1954,1611,2369
"205","Washington, DC","144","1700 19th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",735,564,956
"205","Washington, DC","146","3800 8th Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2236,1579,3164
"205","Washington, DC","147","3400 17th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",836,619,1127
"205","Washington, DC","148","1400 Ogden Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1207,902,1613
"205","Washington, DC","149","1400 Irving Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1070,804,1423
"205","Washington, DC","150","1200 13th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1007,776,1306
"205","Washington, DC","151","100 3rd Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1572,1230,2008
"205","Washington, DC","152","600 Acker Place Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1694,1302,2203
"205","Washington, DC","153","900 10th Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1885,1483,2395
"205","Washington, DC","154","200 M Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1565,1220,2006
"205","Washington, DC","155","100 T Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1530,1183,1977
"205","Washington, DC","156","100 13th Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1926,1438,2579
"205","Washington, DC","157","300 U Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1576,1204,2061
"205","Washington, DC","158","300 Burbank Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2124,1546,2917
"205","Washington, DC","160","500 42nd Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1839,1363,2479
"205","Washington, DC","161","4900 Eads Place Northeast, Lincoln Heights, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1971,1453,2672
"205","Washington, DC","162","800 Washburn Arts Center, Florida Avenue Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1748,1315,2322
"205","Washington, DC","163","1300 Mount Olivet Road Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1980,1502,2609
"205","Washington, DC","164","1700 Lang Place Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2001,1537,2603
"205","Washington, DC","165","800 21st Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1973,1508,2581
"205","Washington, DC","166","1300 Orren Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1843,1445,2349
"205","Washington, DC","167","4100 1st Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1985,1403,2807
"205","Washington, DC","168","1800 E Street Northeast, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",844,632,1125
"205","Washington, DC","169","Meadow Road Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2011,1545,2617
"205","Washington, DC","170","900 Brentwood Road Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1716,1337,2201
"205","Washington, DC","171","4200 4th Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2086,1504,2891
"205","Washington, DC","172","700 55th Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2061,1542,2754
"205","Washington, DC","173","4500 45th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",589,427,811
"205","Washington, DC","174","Massachusetts-39th Trail, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",408,265,627
"205","Washington, DC","175","2100 Lincoln Road Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1615,1239,2104
"205","Washington, DC","176","4800 Meade Street Northeast, Deanwood, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2050,1510,2782
"205","Washington, DC","177","6000 Clay Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2081,1557,2780
"205","Washington, DC","178","3100 Chancellor's Way Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1697,1320,2180
"205","Washington, DC","179","1500 Kearny Street Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1827,1468,2272
"205","Washington, DC","180","5100 39th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",661,494,883
"205","Washington, DC","181","400 Butternut Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1613,1289,2018
"205","Washington, DC","182","3600 Alton Place Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",532,377,748
"205","Washington, DC","184","700 Fern Place Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1482,1195,1837
"205","Washington, DC","185","700 Quackenbos Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1412,1131,1761
"205","Washington, DC","186","20001, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1255,974,1615
"205","Washington, DC","187","1600 13th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1068,816,1397
"205","Washington, DC","188","4200 Martin Luther King Junior Avenue Southwest, Southwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1726,1273,2339
"205","Washington, DC","189","100 Wilmington Place Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1972,1392,2793
"205","Washington, DC","190","900 M Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1127,863,1471
"205","Washington, DC","191","1300 Gallatin Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1195,907,1572
"205","Washington, DC","192","5400 8th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1343,1056,1707
"205","Washington, DC","193","3500 13th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1265,970,1649
"205","Washington, DC","194","700 Lamont Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1290,995,1670
"205","Washington, DC","195","500 Lamont Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1383,1073,1781
"205","Washington, DC","196","2400 5th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1380,1075,1770
"205","Washington, DC","197","2400 Sherman Avenue Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1310,1028,1668
"205","Washington, DC","198","0 Peluca Alley, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1058,818,1367
"205","Washington, DC","199","1700 Kalorama Road Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",879,674,1145
"205","Washington, DC","200","2400 20th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",739,552,987
"205","Washington, DC","201","1800 California Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",757,582,984
"205","Washington, DC","202","1300 Talbert Terrace Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1934,1369,2731
"205","Washington, DC","203","1100 Connecticut Avenue Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",828,627,1093
"205","Washington, DC","204","Rafik B. Hariri Building, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",122,33,447
"205","Washington, DC","205","4000 Highwood Court Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",184,70,476
"205","Washington, DC","206","0 Observatory Circle Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",168,52,537
"205","Washington, DC","208","2800 Cathedral Avenue Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",461,310,685
"205","Washington, DC","209","1200 U Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1128,882,1441
"205","Washington, DC","210","1400 1st Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1379,1062,1790
"205","Washington, DC","211","1200 5th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1276,951,1711
"205","Washington, DC","212","800 Howard Road Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1554,1124,2148
"205","Washington, DC","213","2000 Savannah Terrace Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1840,1370,2470
"205","Washington, DC","214","3200 Highland Place Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",361,231,561
"205","Washington, DC","215","3800 Klingle Place Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",227,123,418
"205","Washington, DC","216","2600 39th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",124,49,309
"205","Washington, DC","217","1500 Tobias Drive Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1759,1293,2392
"205","Washington, DC","218","1700 Kenyon Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",784,559,1099
"205","Washington, DC","219","Groff Court Northeast, Northeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1608,1214,2128
"205","Washington, DC","221","1400 18th Place Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1405,1029,1918
"205","Washington, DC","222","900 26th Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",656,483,889
"205","Washington, DC","223","400 3rd Street Northwest, Northwest Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1359,1051,1756
"205","Washington, DC","224","2400 Wagner Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",2066,1496,2852
"205","Washington, DC","225","2200 Chester Street Southeast, Southeast Washington, Washington","1/1/2020 - 3/31/2020, Every day, Daily Average",1910,1366,2670
